2026-01-09 22:55:32,Hôtel de Ville,11,16
2026-01-09 22:55:32,Corum,3,12
2026-01-09 22:55:32,Place Albert 1er - St Charles,11,27
2026-01-09 22:55:32,Foch,1,8
2026-01-09 22:55:32,Halles Castellane,0,12
2026-01-09 22:55:32,Observatoire,4,8
2026-01-09 22:55:32,Rondelet,5,16
2026-01-09 22:55:32,Plan Cabanes,5,12
2026-01-09 22:55:32,Boutonnet,2,12
2026-01-09 22:55:32,Emile Combes,5,8
2026-01-09 22:55:32,Beaux-Arts,11,16
2026-01-09 22:55:32,Les Aubes,5,8
2026-01-09 22:55:32,Antigone centre,7,12
2026-01-09 22:55:32,Médiathèque Emile Zola,6,16
2026-01-09 22:55:32,Nombre d Or,3,16
2026-01-09 22:55:32,Louis Blanc,8,16
2026-01-09 22:55:32,Gambetta,4,8
2026-01-09 22:55:32,Port Marianne,9,16
2026-01-09 23:26:18,Rue Jules Ferry - Gare Saint-Roch,7,12
2026-01-09 23:26:18,Comédie,9,20
2026-01-09 23:26:18,Hôtel de Ville,11,16
2026-01-09 23:26:18,Corum,1,12
2026-01-09 23:26:18,Place Albert 1er - St Charles,11,27
2026-01-09 23:26:18,Foch,1,8
2026-01-09 23:26:18,Halles Castellane,0,12
2026-01-09 23:26:18,Observatoire,4,8
2026-01-09 23:26:18,Rondelet,5,16
2026-01-09 23:26:18,Plan Cabanes,5,12
2026-01-09 23:26:18,Boutonnet,2,12
2026-01-09 23:26:18,Emile Combes,5,8
2026-01-09 23:26:18,Beaux-Arts,11,16
2026-01-09 23:26:18,Les Aubes,6,8
2026-01-09 23:26:18,Antigone centre,7,12
2026-01-09 23:26:18,Médiathèque Emile Zola,5,16
2026-01-09 23:26:18,Nombre d Or,3,16
2026-01-09 23:26:18,Louis Blanc,7,16
2026-01-09 23:26:18,Gambetta,4,8
2026-01-09 23:26:18,Port Marianne,9,16
2026-01-09 23:47:18,Rue Jules Ferry - Gare Saint-Roch,7,12
2026-01-09 23:47:18,Comédie,9,20
2026-01-09 23:47:18,Hôtel de Ville,11,16
2026-01-09 23:47:18,Corum,1,12
2026-01-09 23:47:18,Place Albert 1er - St Charles,11,27
2026-01-09 23:47:18,Foch,1,8
2026-01-09 23:47:18,Halles Castellane,0,12
2026-01-09 23:47:18,Observatoire,5,8
2026-01-09 23:47:18,Rondelet,5,16
2026-01-09 23:47:18,Plan Cabanes,5,12
2026-01-09 23:47:18,Boutonnet,2,12
2026-01-09 23:47:18,Emile Combes,5,8
2026-01-09 23:47:18,Beaux-Arts,11,16
2026-01-09 23:47:18,Les Aubes,6,8
